X,Y,Z,L,a,b,R,G,B,hue_deg,chroma
1.206455345059296580e-01,9.402370990160785133e-03,6.125631016545993734e-01,8.483327971059701156e+00,1.457514055339336210e+02,-1.228808637577902800e+02,2.956160461597931999e-01,0.000000000000000000e+00,8.279470034022013980e-01,3.198662552538970090e+02,1.906388703622054948e+02
1.207008794539514845e-01,9.403955103163197035e-03,6.128242325348233210e-01,8.484702878881503096e+00,1.457838978636227409e+02,-1.229019492519052790e+02,2.957120334982668575e-01,0.000000000000000000e+00,8.281042162927511052e-01,3.198677044861607897e+02,1.906773033326963400e+02
1.369111570342855522e-01,1.274857908810145789e-02,7.058716717958057885e-01,1.109849989395284808e+01,1.452993011611674774e+02,-1.263616593545977054e+02,2.977502731839347105e-01,0.000000000000000000e+00,8.814152846134999386e-01,3.189876706463647906e+02,1.925594865821235828e+02
1.369435052079510384e-01,1.274950129480683161e-02,7.060241906207254114e-01,1.109915329528679706e+01,1.453171256347731628e+02,-1.263729980252047653e+02,2.978060269455161668e-01,0.000000000000000000e+00,8.814998587710668465e-01,3.189886051443986617e+02,1.925803770705386455e+02
1.507653929289878292e-01,1.681735275870416615e-02,7.901389920007187984e-01,1.371966208972911261e+01,1.425595582195107909e+02,-1.284727672604525139e+02,2.907784920611819479e-01,0.000000000000000000e+00,9.261471796085487540e-01,3.179752468667782637e+02,1.919074765799927889e+02
1.507832998692204829e-01,1.681788446154117156e-02,7.902231662100649423e-01,1.371997529522868220e+01,1.425689235822084413e+02,-1.284786087062872753e+02,2.908104303723706985e-01,0.000000000000000000e+00,9.261909043665604857e-01,3.179758231450843482e+02,1.919183442677975791e+02
1.614006162853638404e-01,2.176241480317058982e-02,8.602031073959927054e-01,1.638622662316728196e+01,1.372859933595740358e+02,-1.290374619090061401e+02,2.732480901950775642e-01,0.000000000000000000e+00,9.611048484940228898e-01,3.167739894859905689e+02,1.884094226641630030e+02
1.614108420739420457e-01,2.176272017198352046e-02,8.602510692773452927e-01,1.638637810294578401e+01,1.372911877325134924e+02,-1.290406366796149769e+02,2.732678201582843802e-01,0.000000000000000000e+00,9.611285715919207773e-01,3.167743678354043482e+02,1.884153819190053696e+02
1.691693159006922853e-01,2.791053264835285930e-02,9.171374442252068215e-01,1.918687494068795019e+01,1.295871910768145767e+02,-1.282007361231354707e+02,2.427493939651104160e-01,0.000000000000000000e+00,9.881028657031479812e-01,3.153081496184445882e+02,1.822862277674664711e+02
1.691747370249952753e-01,2.791069532879564621e-02,9.171628097615831532e-01,1.918694330442893659e+01,1.295899006948306180e+02,-1.282023594287262540e+02,2.427614594428797457e-01,0.000000000000000000e+00,9.881149601643616220e-01,3.153083858712803931e+02,1.822892956955739123e+02
1.744205849933886388e-01,3.553593356139756604e-02,9.617530714772901668e-01,2.213706195194822612e+01,1.197514540267579690e+02,-1.261284374331401779e+02,1.933537144188588464e-01,0.000000000000000000e+00,1.000000000000000000e+00,3.135143463991188924e+02,1.739218027472354891e+02
1.744234515358780435e-01,3.553601999901828679e-02,9.617664464688440162e-01,2.213709287345868404e+01,1.197528772914866693e+02,-1.261292736098146463e+02,1.933619992120025055e-01,0.000000000000000000e+00,1.000000000000000000e+00,3.135144967569307255e+02,1.739233891140848129e+02
1.775045020743617474e-01,4.453725841408124470e-02,9.945281895956120666e-01,2.511804736019177398e+01,1.085671971449114466e+02,-1.231441902237323802e+02,1.054327136909881668e-01,0.000000000000000000e+00,1.000000000000000000e+00,3.114002590447944954e+02,1.641685959060405935e+02
1.775057469616922734e-01,4.453770796570874491e-02,9.945281895956120666e-01,2.511818570595421818e+01,1.085672689568148996e+02,-1.231439516965557601e+02,1.054532395587558513e-01,0.000000000000000000e+00,1.000000000000000000e+00,3.114003328973788598e+02,1.641684644753219402e+02
1.791537765190107101e-01,5.524758327071910974e-02,1.018477904980597648e+00,2.818034310462262226e+01,9.625008518753347175e+01,-1.194096011076877062e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.088705439632035450e+02,1.533712219919517565e+02
1.791555846691308962e-01,5.524823622685663682e-02,1.018477904980597648e+00,2.818051715575049343e+01,9.625029943362453366e+01,-1.194093010195362012e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.088706766308510510e+02,1.533711228068588923e+02
1.799142966595362325e-01,6.859537369072198076e-02,1.036712799280611774e+00,3.148498057546040485e+01,8.241104795566600671e+01,-1.148722938617805767e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.056562050960311012e+02,1.413761815944197622e+02
1.799169226300841862e-01,6.859632197673340426e-02,1.036712799280611774e+00,3.148519939068030027e+01,8.241150152598928003e+01,-1.148719165941600693e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.056564435807847531e+02,1.413761394499927633e+02
1.801704572523524506e-01,8.530891034257717664e-02,1.050786557904479945e+00,3.506493547380090803e+01,6.711639434470767185e+01,-1.095862453249879138e+02,0.000000000000000000e+00,1.865340101131798822e-01,1.000000000000000000e+00,3.014854995271481357e+02,1.285058580542643654e+02
1.801736023176686574e-01,8.531004608367405428e-02,1.050786557904479945e+00,3.506516208666084822e+01,6.711708882061611803e+01,-1.095858546131604214e+02,0.000000000000000000e+00,1.865308352821574422e-01,1.000000000000000000e+00,3.014858545627585613e+02,1.285058875812746635e+02
1.802969013306848223e-01,1.062349160842990525e-01,1.061693383097538135e+00,3.893895768448098238e+01,5.048519851303290551e+01,-1.035883203351520621e+02,0.000000000000000000e+00,2.905492825619392372e-01,1.000000000000000000e+00,2.959829285156774290e+02,1.152358250665062087e+02
1.803005505206229098e-01,1.062362338738710443e-01,1.061693383097538135e+00,3.893918484672622071e+01,5.048615759902744315e+01,-1.035879286761085609e+02,0.000000000000000000e+00,2.905470513482364958e-01,1.000000000000000000e+00,2.959834424922231619e+02,1.152358931779521072e+02
1.807749195067852865e-01,1.318929650609360349e-01,1.069762756604086595e+00,4.304709460104829333e+01,3.303138441118336033e+01,-9.700647650210503059e+01,0.000000000000000000e+00,3.759739786760889491e-01,1.000000000000000000e+00,2.888040681268385583e+02,1.024759915271514785e+02
1.807810311530998193e-01,1.318951720882105827e-01,1.069762756604086595e+00,4.304742395351810558e+01,3.303320519344038786e+01,-9.700590865301914789e+01,0.000000000000000000e+00,3.759712359296005224e-01,1.000000000000000000e+00,2.888051341540753469e+02,1.024760409020070995e+02
1.822446110370246619e-01,1.624844946106535071e-01,1.075380690385337346e+00,4.729877381329587394e+01,1.548232032255797463e+01,-9.002341234993198782e+01,0.000000000000000000e+00,4.526976582682978312e-01,1.000000000000000000e+00,2.797583263005890331e+02,9.134504372814201645e+01
1.822546097836718892e-01,1.624881053407945253e-01,1.075380690385337346e+00,4.729924268490130856e+01,1.548557209934986467e+01,-9.002260395061227882e+01,0.000000000000000000e+00,4.526940908214574510e-01,1.000000000000000000e+00,2.797604224018376158e+02,9.134479823883216909e+01
1.853916796824426338e-01,1.976915134034979704e-01,1.079260502116144105e+00,5.157519868128338203e+01,-1.300390974619425322e+00,-8.288949073847433624e+01,0.000000000000000000e+00,5.230447863229746863e-01,1.000000000000000000e+00,2.691012032740782729e+02,8.289969053965457135e+01
1.854072973254530243e-01,1.976971532201059201e-01,1.079260502116144105e+00,5.157584127859260548e+01,-1.295018475747367059e+00,-8.288838281207912928e+01,0.000000000000000000e+00,5.230401397920588780e-01,1.000000000000000000e+00,2.691049040392615552e+02,8.289849864776985555e+01
1.909166560248964639e-01,2.375696287711874521e-01,1.082138338253340493e+00,5.584363463645644288e+01,-1.684642492729892993e+01,-7.570719236053196255e+01,0.000000000000000000e+00,5.887421654143324412e-01,1.000000000000000000e+00,2.574548911818603187e+02,7.755888735629017106e+01
1.909411731663913647e-01,2.375784823592577144e-01,1.082138338253340493e+00,5.584452709908364909e+01,-1.683773764036872223e+01,-7.570565363186436514e+01,0.000000000000000000e+00,5.887358915797241687e-01,1.000000000000000000e+00,2.574609089591304496e+02,7.755549884227235680e+01
1.993740520522390980e-01,2.815007880970266663e-01,1.084286556826315362e+00,6.002408367256570898e+01,-3.060399166848259966e+01,-6.863149748533349737e+01,0.000000000000000000e+00,6.498526288750209323e-01,1.000000000000000000e+00,2.459670672309031829e+02,7.514577002815188678e+01
1.994083478124164810e-01,2.815131729239373493e-01,1.084286556826315362e+00,6.002519856738365434e+01,-3.059176359389054056e+01,-6.862957525288877036e+01,0.000000000000000000e+00,6.498448991676283315e-01,1.000000000000000000e+00,2.459749862512402387e+02,7.513903512274036700e+01
2.107358061748190181e-01,3.274176292075939299e-01,1.085783839250511917e+00,6.395126551371492951e+01,-4.199206959473905698e+01,-6.195237684932016009e+01,0.000000000000000000e+00,7.049365903109267029e-01,1.000000000000000000e+00,2.358701061172794198e+02,7.484270776855677809e+01
2.107834216326692212e-01,3.274348240247687558e-01,1.085783839250511917e+00,6.395266507521870381e+01,-4.197531130584120262e+01,-6.194996381224468962e+01,0.000000000000000000e+00,7.049269315757025200e-01,1.000000000000000000e+00,2.358796907881429377e+02,7.483130879224755461e+01
2.251292103553273194e-01,3.745625183822614002e-01,1.086786661258328346e+00,6.761793304636731250e+01,-5.105799353435086374e+01,-5.569202843211073883e+01,0.000000000000000000e+00,7.545140639938560101e-01,1.000000000000000000e+00,2.274856580395351386e+02,7.555475322332040378e+01
2.251929559470969844e-01,3.745855380817081914e-01,1.086786661258328346e+00,6.761964599606335469e+01,-5.103618075852656233e+01,-5.568907507056584194e+01,0.000000000000000000e+00,7.545022281992166402e-01,1.000000000000000000e+00,2.274963397296354515e+02,7.553783706614927951e+01
2.429315364126436450e-01,4.229289643546452204e-01,1.087447481325713339e+00,7.107239004020716777e+01,-5.799943243358790568e+01,-4.977656832490835370e+01,0.000000000000000000e+00,7.995626158477994183e-01,1.000000000000000000e+00,2.206370210801614746e+02,7.643062813311557591e+01
2.430160472943727334e-01,4.229594827794970757e-01,1.087447481325713339e+00,7.107448436218689380e+01,-5.797166844258122609e+01,-4.977295742494332131e+01,0.000000000000000000e+00,7.995480701901482856e-01,1.000000000000000000e+00,2.206485253267808844e+02,7.640720929887302759e+01
2.643548877558720145e-01,4.719411100703390094e-01,1.087878245833213242e+00,7.431376048284116109e+01,-6.290476297841224351e+01,-4.421439038458190396e+01,0.000000000000000000e+00,8.402350947480935472e-01,1.000000000000000000e+00,2.151025499205520077e+02,7.688902081864765137e+01
2.644870628903498444e-01,4.719888409261588369e-01,1.087878245833213242e+00,7.431680507722687423e+01,-6.286349979583183512e+01,-4.420914108391686881e+01,0.000000000000000000e+00,8.402137789248266264e-01,1.000000000000000000e+00,2.151170381867385970e+02,7.685224630391888923e+01
2.892052756407431091e-01,5.202618766123022764e-01,1.088155815740135202e+00,7.729649399039388413e+01,-6.583912105505585544e+01,-3.908874868052109974e+01,0.000000000000000000e+00,8.760555244102056216e-01,1.000000000000000000e+00,2.106976446435629668e+02,7.656840167269550079e+01
2.894089733607474457e-01,5.203354355900436934e-01,1.088155815740135202e+00,7.730089079619426684e+01,-6.577913503530358241e+01,-3.908116798086527410e+01,0.000000000000000000e+00,8.760244296347420301e-01,1.000000000000000000e+00,2.107156952821361244e+02,7.651295509089497671e+01
3.175382380514664149e-01,5.674146927258981732e-01,1.088340347501773220e+00,8.003396238375935923e+01,-6.699658040498147216e+01,-3.438027730197810428e+01,0.000000000000000000e+00,9.072645776250659599e-01,1.000000000000000000e+00,2.071652918115543116e+02,7.530302286974978188e+01
3.178183130436674775e-01,5.675158329241390964e-01,1.088340347501773220e+00,8.003966797972859126e+01,-6.691919996758716138e+01,-3.437044006754839387e+01,0.000000000000000000e+00,9.072237520825895407e-01,1.000000000000000000e+00,2.071855328648594536e+02,7.522969144386313189e+01
3.493290326691356196e-01,6.129704175725517734e-01,1.088468081062297088e+00,8.253817043515664409e+01,-6.657858794167825067e+01,-3.007049955259497409e+01,0.000000000000000000e+00,9.340692252312510213e-01,1.000000000000000000e+00,2.043065150202914708e+02,7.305438601241132801e+01
3.497139087779065347e-01,6.131094033600729132e-01,1.088468081062297088e+00,8.254561743414787145e+01,-6.647920198973739048e+01,-3.005765989916182690e+01,0.000000000000000000e+00,9.340152397122186700e-01,1.000000000000000000e+00,2.043294522841657397e+02,7.295853079528112062e+01
3.844514421921097491e-01,6.565028317950832859e-01,1.088563801860315206e+00,8.481771664038691938e+01,-6.478216885142362003e+01,-2.614610896718678745e+01,0.000000000000000000e+00,9.566261127785146146e-01,1.000000000000000000e+00,2.019790224285256670e+02,6.985949051645285124e+01
3.849810657450976059e-01,6.566941850522645119e-01,1.088563801860315206e+00,8.482751092381309377e+01,-6.465466088622461882e+01,-2.612922227162442113e+01,0.000000000000000000e+00,9.565542161809116317e-01,1.000000000000000000e+00,2.020053658177423017e+02,6.973493694578533564e+01
4.232744708134159595e-01,6.983010491466723479e-01,1.088645615663428767e+00,8.691346974027119643e+01,-6.176548355844513338e+01,-2.253775117469851708e+01,0.000000000000000000e+00,9.753991383516845692e-01,1.000000000000000000e+00,2.000466381411296481e+02,6.574895578806693663e+01
4.240233260208470245e-01,6.985718906115624405e-01,1.088645615663428767e+00,8.692677328229656553e+01,-6.159778352816347535e+01,-2.251481403327546360e+01,0.000000000000000000e+00,9.753003011224324892e-01,1.000000000000000000e+00,2.000780342909741876e+02,6.558356338699100263e+01
4.655526931440784888e-01,7.380028077753859606e-01,1.088720398482682983e+00,8.882800657553271151e+01,-5.770626676745587957e+01,-1.924140447715194568e+01,0.000000000000000000e+00,9.904707923651302481e-01,1.000000000000000000e+00,1.984402943573672928e+02,6.082963809271057443e+01
4.667046865257202803e-01,7.384201865325035197e-01,1.088720398482682983e+00,8.884776473771208316e+01,-5.746660511870088328e+01,-1.920733868029096314e+01,0.000000000000000000e+00,9.903224141127943136e-01,1.000000000000000000e+00,1.984814209289497455e+02,6.059152220441486492e+01
5.094133479132798570e-01,7.740456517794532809e-01,1.088781498141320636e+00,9.050749759289909946e+01,-5.293747743039045872e+01,-1.634947122729544233e+01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.971630379190779081e+02,5.540470851926992424e+01
5.111457472486925502e-01,7.746753457863383430e-01,1.088781498141320636e+00,9.053637140862528554e+01,-5.260205032256259727e+01,-1.629968878638823426e+01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.972165326542761079e+02,5.506955195632626499e+01
5.542116899484952341e-01,8.064408321195261076e-01,1.088827656707987090e+00,9.197308054191263693e+01,-4.768188129688294197e+01,-1.382543010832819519e+01,1.200891994210236124e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.961695924979456720e+02,4.964578855945691060e+01
5.566275757973297988e-01,8.073220986555790235e-01,1.088827656707987090e+00,9.201239668237333547e+01,-4.724526168686071514e+01,-1.375764365925802224e+01,1.512829719045005739e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.962353624850400990e+02,4.920759606925613383e+01
6.012993144783544963e-01,8.366988292408387151e-01,1.088869931467787211e+00,9.330693322206950313e+01,-4.192105737802342702e+01,-1.152827228841344365e+01,3.803144701600113531e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.953762277536216345e+02,4.347730573123562436e+01
6.047018339881264914e-01,8.379446029743937707e-01,1.088869931467787211e+00,9.336115591036127626e+01,-4.134668374734184937e+01,-1.143478489480693838e+01,3.938495028658821062e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.954592457877006098e+02,4.289874779633092317e+01
6.499379432415171021e-01,8.648171175092171925e-01,1.088904001216801420e+00,9.451793159721461279e+01,-3.586627570238659501e+01,-9.442429853046530042e+00,5.208666559192236534e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.947494435073617467e+02,3.708839730008984503e+01
6.545971523050614360e-01,8.665308760905110486e-01,1.088904001216801420e+00,9.459088578177463091e+01,-3.513062499694713381e+01,-9.316646776218927783e+00,5.334615548906072036e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.948529414275621718e+02,3.634502331584005930e+01
6.990255863457194296e-01,8.906146905647315259e-01,1.088929495727536167e+00,9.560610217132577304e+01,-2.973477035626353882e+01,-7.567834471898571280e+00,6.288552772087373510e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.942792568273290499e+02,3.068270989879781041e+01
7.052842353832196043e-01,8.929298973038918286e-01,1.088929495727536167e+00,9.570272742885100570e+01,-2.880829261241735395e+01,-7.401239200303355581e+00,6.421618660548844559e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.944084461291037940e+02,2.974384079003193193e+01
7.477890247462148920e-01,9.142543627433357134e-01,1.088943909879125371e+00,9.658494924508417512e+01,-2.369422567602835628e+01,-5.881049530980875240e+00,7.186096229894038956e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.939394617268432057e+02,2.441317418879429013e+01
7.560798934722114950e-01,9.173478007316362426e-01,1.088943909879125371e+00,9.671178575314623060e+01,-2.254130662146813791e+01,-5.662365896391130526e+00,7.334178284473413800e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.941009110107733306e+02,2.324161981763871410e+01
7.954410518386773044e-01,9.358539207990752562e-01,1.088953976671546364e+00,9.746467598782803066e+01,-1.788266198412880215e+01,-4.364895564584991838e+00,7.954610139148291514e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.937168514393802354e+02,1.840765908333645839e+01
8.061758784780849174e-01,9.399055132167704052e-01,1.088953976671546364e+00,9.762818113552995669e+01,-1.647725463441573979e+01,-4.082990137512698681e+00,8.122052962686346911e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.939173052345164763e+02,1.697559214726841148e+01
8.416315960827762677e-01,9.557152504610342270e-01,1.088961860792482028e+00,9.826173859207189309e+01,-1.236882189874882698e+01,-2.991132351133019007e+00,8.625420429743216877e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.935947459317478661e+02,1.272535374380465356e+01
8.556068821236808564e-01,9.610683117993185087e-01,1.088962248134113020e+00,9.847467219099623037e+01,-1.064364825351410460e+01,-2.624029168941688361e+00,8.820576764111385248e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.938492265563019430e+02,1.096233447874998213e+01
8.860025238186702845e-01,9.740534075992812735e-01,1.088966293335296598e+00,9.898792734534204385e+01,-7.205370188210380888e+00,-1.739354130183534686e+00,9.216377321827792235e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.935713874849330125e+02,7.412335147531944557e+00
9.037406969800345635e-01,9.809839284817079008e-01,1.088967085394826118e+00,9.926000126598636086e+01,-5.140071183535155797e+00,-1.270309652179890669e+00,9.442055218263739613e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.938818340178412996e+02,5.294716081550538966e+00
9.290568443485243133e-01,9.914272333581864993e-01,1.088969055829314359e+00,9.966756791811076255e+01,-2.348046250316759842e+00,-5.677291545904905590e-01,9.748439096417594874e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.935925534941846138e+02,2.415706436344993602e+00
9.151612301941806568e-03,3.110619258005084217e-04,4.427519522043985023e-02,2.809810854943926017e-01,3.619484046142398626e+01,-4.069947430802993438e+01,7.928247156963771913e-02,0.000000000000000000e+00,2.407347793602968022e-01,3.116473221864422953e+02,5.446571109402615463e+01
2.079561612873440102e-02,7.868296059371553347e-04,1.011048243236586236e-01,7.107402688593076334e-01,6.781691227399588229e+01,-6.174849799288116969e+01,1.322185167212421020e-01,0.000000000000000000e+00,3.621459695198390727e-01,3.176815846691359866e+02,9.171701366025664015e+01
2.673629221556872784e-02,9.636617561629127636e-04,1.296455333700958779e-01,8.704720952243434340e-01,7.934644530393516959e+01,-6.929873169002976852e+01,1.539226112474984254e-01,0.000000000000000000e+00,4.076997803868985248e-01,3.188670422376321198e+02,1.053478646969985419e+02
4.162262443358777375e-02,1.726784540185562818e-03,2.031917182606778893e-01,1.559798079651322666e+00,1.005504086493086788e+02,-8.400750208470380187e+01,1.928368928531812854e-01,0.000000000000000000e+00,5.029062510120430041e-01,3.201220368923329715e+02,1.310253604690881275e+02
4.501875852315009863e-02,1.822154530076660174e-03,2.194352399334138504e-01,1.645945438297765406e+00,1.048476441553760026e+02,-8.682657677213708780e+01,2.018259890218058183e-01,0.000000000000000000e+00,5.210865537235952472e-01,3.203711174048125372e+02,1.361318585743255483e+02
6.229962910413253813e-02,2.963362820425219282e-03,3.061204293132552823e-01,2.676794660272250326e+00,1.210953225651900595e+02,-9.881044496464531335e+01,2.339925706120873916e-01,0.000000000000000000e+00,6.067115269116851728e-01,3.207865030262482264e+02,1.562932537932416039e+02
6.418306239937446311e-02,3.015740533301402432e-03,3.150982290244291883e-01,2.724107254321776139e+00,1.229028213243215930e+02,-9.999730828250483228e+01,2.381174401902236837e-01,0.000000000000000000e+00,6.147378910895517912e-01,3.208671958396114405e+02,1.584442020183270472e+02
8.245283488678183115e-02,4.579951359379489349e-03,4.086674309897578850e-01,4.137053100144679973e+00,1.345430207276798455e+02,-1.095377675146639973e+02,2.633730810627682439e-01,0.000000000000000000e+00,6.912453647878669116e-01,3.208493526595519256e+02,1.734945155865898414e+02
8.340876717334713697e-02,4.606333276731874177e-03,4.132100673838717819e-01,4.160883788378281878e+00,1.352924024100792053e+02,-1.100292183718732986e+02,2.652291564048272487e-01,0.000000000000000000e+00,6.946956052336941134e-01,3.208795852692130097e+02,1.743859600008446478e+02
1.020219132588916222e-01,6.710139199547733753e-03,5.113199493281141983e-01,6.061243886584062324e+00,1.425325385494465422e+02,-1.174085566254054811e+02,2.835437773083764879e-01,0.000000000000000000e+00,7.641157486900501672e-01,3.205206377460017393e+02,1.846626484002937332e+02
1.025822380949318186e-01,6.725645044067083030e-03,5.139766960596706680e-01,6.075250258509335310e+00,1.429063986991119179e+02,-1.176531665569828817e+02,2.845503104391595151e-01,0.000000000000000000e+00,7.658899248426838113e-01,3.205357728472656618e+02,1.851067432322082880e+02
1.202871460089840194e-01,9.392214168241878186e-03,6.108675962570302431e-01,8.474508833902191896e+00,1.455403526330646855e+02,-1.227436083704799898e+02,2.949979284972811255e-01,0.000000000000000000e+00,8.269252913106355241e-01,3.198568954851583612e+02,1.903890428579401828e+02
1.205358221820343884e-01,9.399268119817293793e-03,6.120446634761351756e-01,8.480634432353163277e+00,1.456868221548568556e+02,-1.228389194304242409e+02,2.954263488588361186e-01,0.000000000000000000e+00,8.276347638033375587e-01,3.198633807084082150e+02,1.905624576783557984e+02
1.367460997623684837e-01,1.274389210475555465e-02,7.050921027371175320e-01,1.109517858823449288e+01,1.452082460459636195e+02,-1.263036442147651144e+02,2.974668991197774170e-01,0.000000000000000000e+00,8.809828392180737433e-01,3.189829143965895923e+02,1.924527091564966099e+02
1.368558120862637950e-01,1.274699497509904425e-02,7.056105409155817298e-01,1.109737744561656925e+01,1.452688170222818087e+02,-1.263422484518251991e+02,2.976550616784108261e-01,0.000000000000000000e+00,8.812704601596220710e-01,3.189860762371371834e+02,1.925237464390196180e+02
1.506776998073005858e-01,1.681484643899637879e-02,7.897253422955751168e-01,1.371818562518109630e+01,1.425134350917114148e+02,-1.284439464923923993e+02,2.906232116380030872e-01,0.000000000000000000e+00,9.259322650250376707e-01,3.179724194575464367e+02,1.918539198770251915e+02
1.507330447553223984e-01,1.681643055199879069e-02,7.899864731757989533e-01,1.371911883790562570e+01,1.425425407528659321e+02,-1.284621399169303118e+02,2.907211451833795479e-01,0.000000000000000000e+00,9.260679444820093531e-01,3.179742024618570895e+02,1.918877205980607528e+02
1.613503611714657560e-01,2.176096089362821243e-02,8.599664143617268275e-01,1.638550538438647663e+01,1.372603617145434214e+02,-1.290217470941930458e+02,2.731520440104895919e-01,0.000000000000000000e+00,9.609877634655717982e-01,3.167721330068656584e+02,1.883799833348681716e+02
1.613827093451312145e-01,2.176188310033358442e-02,8.601189331866465615e-01,1.638596286584420625e+01,1.372768901160339681e+02,-1.290318861955536249e+02,2.732137339317779468e-01,0.000000000000000000e+00,9.610632126560222366e-01,3.167733289922466042e+02,1.883989708440891775e+02
1.691411831718815095e-01,2.790969557670293019e-02,9.170053081345080903e-01,1.918652317109745553e+01,1.295731156432814828e+02,-1.281922718459292696e+02,2.426873887386348239e-01,0.000000000000000000e+00,9.880398608627963819e-01,3.153069293582452701e+02,1.822702687179887278e+02
1.691590901121141355e-01,2.791022727953993907e-02,9.170894823438544563e-01,1.918674661382352298e+01,1.295820770875316157e+02,-1.281976650268216531e+02,2.427267756894672113e-01,0.000000000000000000e+00,9.880799970228658635e-01,3.153077053493140625e+02,1.822804323580788548e+02
1.744049380805075267e-01,3.553546551214185889e-02,9.616797440595610258e-01,2.213689451484028581e+01,1.197436790848039294e+02,-1.261238494091401918e+02,1.933089984782491721e-01,0.000000000000000000e+00,1.000000000000000000e+00,3.135135295649937461e+02,1.739131221919265613e+02
1.744151638690857042e-01,3.553577088095478259e-02,9.617277059409133910e-01,2.213700375579792023e+01,1.197487611276345518e+02,-1.261268508405938746e+02,1.933381594838635698e-01,0.000000000000000000e+00,1.000000000000000000e+00,3.135140629262152743e+02,1.739187979908114983e+02
1.774962144075693526e-01,4.453700929601774050e-02,9.944894490676815524e-01,2.511797069578540942e+01,1.085630795324366602e+02,-1.231418028814058374e+02,1.053887529981749061e-01,0.000000000000000000e+00,1.000000000000000000e+00,3.113997320775640674e+02,1.641640821082650348e+02
1.775016355318722872e-01,4.453717197646051701e-02,9.945148146040581061e-01,2.511802075962850012e+01,1.085657733200086597e+02,-1.231433662405085414e+02,1.054174376934357282e-01,0.000000000000000000e+00,1.000000000000000000e+00,3.114000764747158883e+02,1.641670362332692150e+02
1.791496650891907239e-01,5.524704728147088878e-02,1.018464529989043799e+00,2.818020023100979188e+01,9.624850796308018630e+01,-1.194089912857474474e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.088702281871819082e+02,1.533697574002085275e+02
1.791525316316801841e-01,5.524713371909160953e-02,1.018477904980597648e+00,2.818022327193588694e+01,9.624993768161463947e+01,-1.194098077157682809e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.088704526229717544e+02,1.533712902809109551e+02
1.799112436220855205e-01,6.859427118295693959e-02,1.036712799280611774e+00,3.148472617132460982e+01,8.241052061420597852e+01,-1.148727324896009208e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.056559278231567305e+02,1.413762305959947412e+02
1.799124885094160464e-01,6.859472073458444674e-02,1.036712799280611774e+00,3.148482990588305341e+01,8.241073564043729505e+01,-1.148725536369139490e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.056560408825720856e+02,1.413762106150243198e+02
1.801660231316842831e-01,8.530730910042817750e-02,1.050786557904479945e+00,3.506461597673906283e+01,6.711541520789491244e+01,-1.095867961819911045e+02,0.000000000000000000e+00,1.865384861042344578e-01,1.000000000000000000e+00,3.014849989657479910e+02,1.285058164285235307e+02
1.801678312818044692e-01,8.530796205656572539e-02,1.050786557904479945e+00,3.506474626205573486e+01,6.711581448383866189e+01,-1.095865715521347425e+02,0.000000000000000000e+00,1.865366608943651583e-01,1.000000000000000000e+00,3.014852030863818300e+02,1.285058334021463509e+02
1.802911302948206340e-01,1.062328320571906959e-01,1.061693383097538135e+00,3.893859843339846805e+01,5.048368172318171077e+01,-1.035889397335701716e+02,0.000000000000000000e+00,2.905528110887569682e-01,1.000000000000000000e+00,2.959821156648646365e+02,1.152357173599086195e+02
1.802937562653685877e-01,1.062337803432021749e-01,1.061693383097538135e+00,3.893876190247659252e+01,5.048437190754287229e+01,-1.035886578903320441e+02,0.000000000000000000e+00,2.905512055232314372e-01,1.000000000000000000e+00,2.959824855359700564e+02,1.152357663679959927e+02
