X,Y,Z,L,a,b,R,G,B,hue_deg,chroma
5.232475280653069681e-03,1.572420499528948579e-04,2.473186454208360641e-02,1.420361613444889315e-01,2.082247700083161845e+01,-2.880569505072857339e+01,5.481767114607865449e-02,0.000000000000000000e+00,1.770571430797841239e-01,3.058616510106424471e+02,3.554354534659886866e+01
5.281505963250211072e-03,1.749479259258753916e-04,2.473186454208360641e-02,1.580298135335631571e-01,2.095439178839916750e+01,-2.877811978833361550e+01,5.618032366666509542e-02,0.000000000000000000e+00,1.770539165241804269e-01,3.060597196415551480e+02,3.559868977607756335e+01
1.716198573640673186e-02,5.285862582121241514e-04,8.180909137308413348e-02,4.774700093161321490e-01,6.015065194740809318e+01,-5.597847589299922788e+01,1.232252611201075099e-01,0.000000000000000000e+00,3.269895247267404215e-01,3.170575829053656207e+02,8.216867221150238265e+01
1.725720965967900492e-02,5.629733674675073017e-04,8.180909137308413348e-02,5.085317577468551065e-01,6.025892615349491876e+01,-5.592492115432556687e+01,1.245733352577027553e-01,0.000000000000000000e+00,3.269864060029502584e-01,3.171363134066501743e+02,8.221152587861318750e+01
4.054350736733324662e-02,1.514438860277613364e-03,1.954600040315050968e-01,1.367987013455952194e+00,9.984075338768313657e+01,-8.286988628637207910e+01,1.951084847121005716e-01,0.000000000000000000e+00,4.940242207580787803e-01,3.203066265574686327e+02,1.297520485007323430e+02
4.071251672019454010e-02,1.575471228287764940e-03,1.954600040315050968e-01,1.423117325433715052e+00,9.984554106550517361e+01,-8.277483402434145887e+01,1.965990188847103193e-01,0.000000000000000000e+00,4.940208896831884133e-01,3.203402887744368286e+02,1.296950470080517448e+02
7.527172015074221068e-02,3.857720220198288235e-03,3.688176528926875863e-01,3.484664387052447410e+00,1.307331210393744527e+02,-1.058124335155909108e+02,2.579168109091095062e-01,0.000000000000000000e+00,6.600946645883579711e-01,3.210140740054710022e+02,1.681886441564562915e+02
7.567908567732122005e-02,4.004827373393750681e-03,3.688176528926875863e-01,3.617545733692601573e+00,1.305470077777354163e+02,-1.055833277455216859e+02,2.605377835345753512e-01,0.000000000000000000e+00,6.600891186154518309e-01,3.210348884296347478e+02,1.678998521069579795e+02
1.129026444695927500e-01,8.212130270795054560e-03,5.650230091430514801e-01,7.417986858311873988e+00,1.448484235361969752e+02,-1.203312627941845392e+02,2.965217428722034532e-01,0.000000000000000000e+00,7.988299149753718131e-01,3.202822588273314750e+02,1.883100597593357577e+02
1.136723401672857098e-01,8.490081435488258318e-03,5.650230091430514801e-01,7.669059115930487280e+00,1.443234912213971199e+02,-1.198983795913938195e+02,3.007191943449771254e-01,0.000000000000000000e+00,7.988217397110876083e-01,3.202815075028347565e+02,1.876296659565716141e+02
1.460905148153226474e-01,1.517883824044773469e-02,7.511042234570242115e-01,1.272130486143637995e+01,1.440358738686249751e+02,-1.271845277020386504e+02,3.047003067355156802e-01,0.000000000000000000e+00,9.058119719402952796e-01,3.185553058744428085e+02,1.921515991291487637e+02
1.475881152592561363e-01,1.572048139660165919e-02,7.511042234570242115e-01,1.305895124000120333e+01,1.434925989941611988e+02,-1.266023787734785913e+02,3.125518749758918191e-01,0.000000000000000000e+00,9.057984032505413952e-01,3.185782961641235715e+02,1.913590559059134080e+02
1.688211889167716140e-01,2.560881596540159899e-02,8.910538291304640479e-01,1.819173631752819631e+01,1.336835214463940247e+02,-1.281087631621028322e+02,2.793709183123984086e-01,0.000000000000000000e+00,9.758903907004367051e-01,3.162199055264950402e+02,1.851570660418668410e+02
1.722857331811885884e-01,2.686811150731071088e-02,8.910538291304640479e-01,1.874324428250653796e+01,1.332159747516676873e+02,-1.271578873604160407e+02,2.989668403555801879e-01,0.000000000000000000e+00,9.758613669958308146e-01,3.163328535457431485e+02,1.841619511381252039e+02
1.827766587544026877e-01,4.211746819058367203e-02,9.802278043901563320e-01,2.435946568966570425e+01,1.146389529350700371e+02,-1.235175707439555737e+02,2.175002076422118402e-01,0.000000000000000000e+00,1.000000000000000000e+00,3.128649677850862076e+02,1.685190784823406034e+02
1.895811981069525642e-01,4.460883271325638555e-02,9.802278043901563320e-01,2.514006203887552005e+01,1.148121953778981919e+02,-1.221717149694558913e+02,2.648917193006016801e-01,0.000000000000000000e+00,1.000000000000000000e+00,3.132212550392350749e+02,1.676537149784359428e+02
1.928770152050564846e-01,6.602701055604247304e-02,1.028123718095123262e+00,3.088477837321368469e+01,9.173369521907356727e+01,-1.153622846993130224e+02,1.056252724370612683e-01,0.000000000000000000e+00,1.000000000000000000e+00,3.084909919184116234e+02,1.473890347671468817e+02
2.053933941845621225e-01,7.065708404148723920e-02,1.028123718095123262e+00,3.195603031496646906e+01,9.333919782695129186e+01,-1.135152985928427114e+02,2.330747080797040405e-01,0.000000000000000000e+00,1.000000000000000000e+00,3.094291262512763296e+02,1.469623382557619493e+02
2.059004261970173999e-01,1.040798064951706375e-01,1.056269168582435469e+00,3.856491478137912310e+01,6.509932097125295059e+01,-1.038949206176237112e+02,0.000000000000000000e+00,2.196805348124616919e-01,1.000000000000000000e+00,3.020707685728969523e+02,1.226053674235371460e+02
2.273685030444428934e-01,1.121823963458744577e-01,1.056269168582435469e+00,3.994563747870765269e+01,6.924147775811104566e+01,-1.015143642429193562e+02,2.142152751831647439e-01,2.027553066892823774e-01,1.000000000000000000e+00,3.042973320264787844e+02,1.228802196847445884e+02
2.283171713547056669e-01,1.634920909762157260e-01,1.072406730591421553e+00,4.742934674482766866e+01,3.741519489996275638e+01,-8.961452582884761853e+01,0.000000000000000000e+00,3.958343574095197215e-01,1.000000000000000000e+00,2.926611517341043509e+02,9.711158555461544495e+01
2.637909127901922335e-01,1.773521149798106267e-01,1.072408314594164969e+00,4.917336024986437337e+01,4.522676701402495070e+01,-8.660770395837214153e+01,2.414305228101474854e-01,3.834987568274200731e-01,1.000000000000000000e+00,2.975736799796174523e+02,9.770544938478060715e+01
2.700645919025615460e-01,2.477537614122778120e-01,1.080167368297438424e+00,5.685590234691800049e+01,1.467768613317538318e+01,-7.384066287467075540e+01,0.000000000000000000e+00,5.350205087680739435e-01,1.000000000000000000e+00,2.812424350336596035e+02,7.528531041308649208e+01
3.206931689111872097e-01,2.686388375444163645e-01,1.080171308877052594e+00,5.884812447892079490e+01,2.546692978635034521e+01,-7.040603967390050855e+01,3.277048273516556809e-01,5.251084922813954448e-01,1.000000000000000000e+00,2.898858238967010834e+02,7.487038757282982715e+01
3.375576882972594062e-01,3.564769989389433014e-01,1.084467430552682687e+00,6.624985864165434180e+01,-4.393162494210622881e-01,-5.790850673510350077e+01,6.289695300119205190e-02,6.550534809998019847e-01,1.000000000000000000e+00,2.695653404739842927e+02,5.791017312231533509e+01
4.084639167615268240e-01,3.880941517350123271e-01,1.084483197636754159e+00,6.861298607566961039e+01,1.260950470131083634e+01,-5.383511698924800726e+01,4.688899458909741580e-01,6.478141704631605879e-01,1.000000000000000000e+00,2.831824377895912903e+02,5.529212810209423878e+01
4.371533874982385104e-01,4.823426196510695596e-01,1.086488694385911558e+00,7.497244529184426654e+01,-6.167057079756288474e+00,-4.299356779243537119e+01,4.008426532901328554e-01,7.524283601682920652e-01,1.000000000000000000e+00,2.618370949942922152e+02,4.343362136119561967e+01
5.221567243084158649e-01,5.249884189883120555e-01,1.086517520572342299e+00,7.757817337681575509e+01,6.151206251253982238e+00,-3.850270052300552948e+01,6.207891372120397655e-01,7.509155467357907510e-01,1.000000000000000000e+00,2.790768901688200003e+02,3.899096415722129905e+01
5.648312715787667804e-01,6.229444805172003052e-01,1.087378986328686681e+00,8.306975826466404556e+01,-6.654297836087119222e+00,-2.908725354921923767e+01,6.102456020848766594e-01,8.358495908814137509e-01,1.000000000000000000e+00,2.571141736890764378e+02,2.983869968225694791e+01
6.552968470697867476e-01,6.766855633027712980e-01,1.087447120823502145e+00,8.584044608158070844e+01,2.744056324973209726e+00,-2.431438064640918384e+01,7.618395049511520467e-01,8.431372262343556079e-01,1.000000000000000000e+00,2.764390041176452542e+02,2.446873415878113889e+01
7.115512456108012973e-01,7.708371638886578614e-01,1.087816157247909032e+00,9.036013278301588514e+01,-4.443044812215745765e+00,-1.654442767468950848e+01,7.848944939524882258e-01,9.071639439109525638e-01,1.000000000000000000e+00,2.549677618393905050e+02,1.713063729948157388e+01
7.976768066880703945e-01,8.343634717279764246e-01,1.087908467602761498e+00,9.320514086541815857e+01,9.184491314178089283e-01,-1.164489624274891355e+01,8.859734832531178661e-01,9.248000405696656934e-01,1.000000000000000000e+00,2.745096620478169029e+02,1.168105976833394521e+01
8.671467722381884791e-01,9.211439561837072576e-01,1.088099895142002227e+00,9.686704588057139631e+01,-1.553424451821661112e+00,-5.342992706172111639e+00,9.316835716055720251e-01,9.698890931565192774e-01,1.000000000000000000e+00,2.537887117682373059e+02,5.564233872306753703e+00
2.045007547827827263e-05,6.106927818169872071e-07,9.591671940402396327e-05,5.516365279909507535e-04,8.139547014002213032e-02,-1.362146397909214102e-01,2.262004739258344991e-04,0.000000000000000000e+00,1.322995305622479134e-03,3.008605560389560196e+02,1.586809712999189548e-01
8.514167241324719704e-05,2.454970764612152443e-06,4.009319715400957562e-04,2.217565999188764181e-03,3.392222202707600998e-01,-5.695295128046340416e-01,9.332378868257904924e-04,0.000000000000000000e+00,5.530134680496544448e-03,3.007788033929658127e+02,6.628993744761778606e-01
9.087433643444574327e-05,2.627833312503105585e-06,4.276799905027475128e-04,2.373712098467706255e-03,3.620328890207302752e-01,-6.075113090200034982e-01,9.975150358433762608e-04,0.000000000000000000e+00,5.899089271051325203e-03,3.007918903238763733e+02,7.072042161355478473e-01
3.102828727444059275e-04,8.833118336588710549e-06,1.464480213717469495e-03,7.978923078187705187e-03,1.236673982479924438e+00,-2.080523664500955050e+00,3.381629087881695122e-03,0.000000000000000000e+00,2.019970801535999477e-02,3.007274678333137103e+02,2.420318420681716542e+00
3.127724645911817759e-04,9.732155574011134845e-06,1.464480213717469495e-03,8.791020084981227001e-03,1.243372113993820971e+00,-2.079123497247858943e+00,3.468009723059436306e-03,0.000000000000000000e+00,2.019913005758424557e-02,3.008805657297889411e+02,2.422545919206823051e+00
1.433339851815910830e-03,4.074156754752563373e-05,6.777583528104034680e-03,3.680170707098540106e-02,5.713012180446688681e+00,-9.628834413723296848e+00,1.554219907313815659e-02,0.000000000000000000e+00,8.032051034958503921e-02,3.006816450835661954e+02,1.119611362664895005e+01
1.438591407282660854e-03,4.263800031268554712e-05,6.777583528104034680e-03,3.851474776393004618e-02,5.727141247687431047e+00,-9.625880895287187045e+00,1.572441074964370591e-02,0.000000000000000000e+00,8.031977502261086754e-02,3.007515118810781587e+02,1.120079148458793483e+01
5.205181411710101472e-03,1.473857342900976514e-04,2.473186454208360641e-02,1.331329879111535774e-01,2.074904410882269445e+01,-2.882104534975156085e+01,5.404875997632416912e-02,0.000000000000000000e+00,1.770589391769762377e-01,3.057511265225181205e+02,3.551303262863234522e+01
5.212479255695190612e-03,1.500211199140066409e-04,2.473186454208360641e-02,1.355135219845458039e-01,2.076867861826620043e+01,-2.881694098065950982e+01,5.425509404475651470e-02,0.000000000000000000e+00,1.770584589373686568e-01,3.057806971872191184e+02,3.552117817628859342e+01
1.709295902885171053e-02,5.036594522002553736e-04,8.180909137308413348e-02,4.549537177671112431e-01,6.007160464410006284e+01,-5.601729708532512575e+01,1.222390615373220857e-01,0.000000000000000000e+00,3.269917854282103353e-01,3.170001941141874795e+02,8.213729516646283457e+01
1.711295505380959134e-02,5.108803822391436720e-04,8.180909137308413348e-02,4.614763571270543707e-01,6.009455219099964296e+01,-5.600605115539418932e+01,1.225255384643861023e-01,0.000000000000000000e+00,3.269911305381218436e-01,3.170168464745753454e+02,8.214641178443164904e+01
4.039925276146382610e-02,1.462345875049249734e-03,1.954600040315050968e-01,1.320931612836155011e+00,9.983613352493647142e+01,-8.295101628744070865e+01,1.938263595377173187e-01,0.000000000000000000e+00,4.940270639111165596e-01,3.202777677473083031e+02,1.298003261179578089e+02
4.044828344406097703e-02,1.480051751022230322e-03,1.954600040315050968e-01,1.336925265025229237e+00,9.983775909875294019e+01,-8.292344102504574721e+01,1.942631769225046934e-01,0.000000000000000000e+00,4.940260975551662992e-01,3.202875897616003726e+02,1.297839559163414549e+02
7.500748687460864761e-02,3.762300742932752316e-03,3.688176528926875863e-01,3.398472326643958041e+00,1.308530949555417635e+02,-1.059610405162951992e+02,2.562001790117225397e-01,0.000000000000000000e+00,6.600982618921723555e-01,3.210004512798848850e+02,1.683753977478300783e+02
7.510271079788090332e-02,3.796687852188136442e-03,3.688176528926875863e-01,3.429534075074680999e+00,1.308099269284648756e+02,-1.059074857776215310e+02,2.568203409472055165e-01,0.000000000000000000e+00,6.600969655041624140e-01,3.210053716900075074e+02,1.683081475353092458e+02
1.123262695901524472e-01,8.003990749589439888e-03,5.650230091430514801e-01,7.229975199693956966e+00,1.452398505767455390e+02,-1.206554208262843986e+02,2.933319947711455211e-01,0.000000000000000000e+00,7.988360368294481484e-01,3.202824959137925589e+02,1.888182850529131258e+02
1.124952789430137545e-01,8.065023117599592548e-03,5.650230091430514801e-01,7.285105511671723377e+00,1.451252213760731138e+02,-1.205603685642537641e+02,2.942715469606929091e-01,0.000000000000000000e+00,7.988342417361542491e-01,3.202824552902252435e+02,1.886693731049184919e+02
1.449134535910506782e-01,1.475377992255907413e-02,7.511042234570242115e-01,1.245066505982367033e+01,1.444811636316313184e+02,-1.276511480496467641e+02,2.983545100715123688e-01,0.000000000000000000e+00,9.058225694003267936e-01,3.185389486292086758e+02,1.927942484690429410e+02
1.453208191176296737e-01,1.490088707575453440e-02,7.511042234570242115e-01,1.254491124948059522e+01,1.443249895723817531e+02,-1.274886546192037713e+02,3.005686620203056325e-01,0.000000000000000000e+00,9.058189017744791016e-01,3.185444140160558959e+02,1.925696229203420557e+02
1.665538927751451792e-01,2.478922164455447247e-02,8.910538291304640479e-01,1.782301249868612558e+01,1.340089382533558080e+02,-1.287444938842443491e+02,2.656069322692324874e-01,0.000000000000000000e+00,9.759089649506468289e-01,3.161478064818021494e+02,1.858320215606071599e+02
1.673235884728380973e-01,2.506717280924767449e-02,8.910538291304640479e-01,1.794895736924210183e+01,1.338964201321517180e+02,-1.285273475556995777e+02,2.703720486450925664e-01,0.000000000000000000e+00,9.759026856364739766e-01,3.161720824250814985e+02,1.856004590347482974e+02
1.778145140460522244e-01,4.031652949252065299e-02,9.802278043901563320e-01,2.377581032616129875e+01,1.145189883517653016e+02,-1.245238730948252197e+02,1.737597923681760415e-01,0.000000000000000000e+00,1.000000000000000000e+00,3.126033448780475510e+02,1.691768118379344799e+02
1.793121144899857133e-01,4.085817264867457055e-02,9.802278043901563320e-01,2.395314477250225593e+01,1.145552004716704744e+02,-1.242181240494097949e+02,1.881440546826698978e-01,0.000000000000000000e+00,1.000000000000000000e+00,3.126825602520103757e+02,1.689764371072463121e+02
1.826079315880896614e-01,6.227635049146065110e-02,1.028123718095123262e+00,2.997965489346512413e+01,9.032516606782736801e+01,-1.169228424230174426e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.076867829526808578e+02,1.477483898574138834e+02
1.860724758525066636e-01,6.353564603336975258e-02,1.028123718095123262e+00,3.028750862292893942e+01,9.081140568680842762e+01,-1.163920601308384448e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.079620647790353587e+02,1.476273113767056770e+02
1.865795078649618854e-01,9.695836848705317867e-02,1.056269168582435469e+00,3.729090417786403577e+01,6.088782192868938381e+01,-1.060914906236842370e+02,0.000000000000000000e+00,2.346153214832211731e-01,1.000000000000000000e+00,2.998522922550629346e+02,1.223222434472776854e+02
1.933840472175117342e-01,9.944973300972587138e-02,1.056269168582435469e+00,3.774348972741868380e+01,6.242752489057246379e+01,-1.053111707106589563e+02,0.000000000000000000e+00,2.293942045052733136e-01,1.000000000000000000e+00,3.006590849355156365e+02,1.224240112903208058e+02
1.943327155277745077e-01,1.507594276400671118e-01,1.072406730591421553e+00,4.573803688462308514e+01,2.844836791572097212e+01,-9.253057731195897873e+01,0.000000000000000000e+00,4.086495853517863042e-01,1.000000000000000000e+00,2.870899561767456589e+02,9.680504829167040270e+01
2.068490945072801179e-01,1.553895011255118919e-01,1.072406730591421553e+00,4.636370090755480788e+01,3.194434821023628501e+01,-9.145184623793876710e+01,0.000000000000000000e+00,4.038310827635361311e-01,1.000000000000000000e+00,2.892544302220792929e+02,9.687043699139805142e+01
2.131227736196494305e-01,2.257911475579791882e-01,1.080165784294695008e+00,5.463614013818195758e+01,-7.023590486472386374e-01,-7.766774160053687126e+01,0.000000000000000000e+00,5.486567244893055806e-01,1.000000000000000000e+00,2.694818812619274695e+02,7.767091729573549230e+01
2.345908504670749795e-01,2.338937374086829668e-01,1.080165784294695008e+00,5.547116376072743549e+01,5.573378486536273435e+00,-7.622804569959637888e+01,0.000000000000000000e+00,5.432425335206882977e-01,1.000000000000000000e+00,2.741817137024789304e+02,7.643152163167981428e+01
2.514553698531471482e-01,3.217318988032098481e-01,1.084461905970325324e+00,6.348576588978598068e+01,-2.162982164986709677e+01,-6.267384475198565497e+01,0.000000000000000000e+00,6.688308173741384088e-01,1.000000000000000000e+00,2.509595651781227161e+02,6.630128204341949072e+01
2.869291112886336870e-01,3.355919228068047211e-01,1.084463489973068517e+00,6.461115721419217550e+01,-1.204554561853693428e+01,-6.073361212075352000e+01,0.000000000000000000e+00,6.625565273218270157e-01,1.000000000000000000e+00,2.587818753998046191e+02,6.191661174904835718e+01
3.156185820253454843e-01,4.298403907228619536e-01,1.086468986722225694e+00,7.154413649301307032e+01,-3.110305691034231756e+01,-4.890323671893837343e+01,0.000000000000000000e+00,7.646174618443402071e-01,1.000000000000000000e+00,2.375431405073865108e+02,5.795624824603914504e+01
3.662471590339711480e-01,4.507254668550005894e-01,1.086472927301839864e+00,7.293963749030609733e+01,-1.951465166990445965e+01,-4.649744212201225935e+01,0.000000000000000000e+00,7.584015644792208022e-01,1.000000000000000000e+00,2.472325474125439655e+02,5.042651835778061553e+01
4.089217063043220635e-01,5.486815283838887281e-01,1.087334393058184467e+00,7.896526164526432012e+01,-3.187146356472669950e+01,-3.616123923538631857e+01,0.000000000000000000e+00,8.423648010118683915e-01,1.000000000000000000e+00,2.286079865536464695e+02,4.820192333088530035e+01
4.798279347685895369e-01,5.802986811799578648e-01,1.087350160142255939e+00,8.075539354839115447e+01,-1.892251841396958056e+01,-3.307577111654693880e+01,3.822151008061648314e-01,8.371647743493370042e-01,1.000000000000000000e+00,2.402262965907532930e+02,3.810601446072809040e+01
5.360823333096039756e-01,6.744502817658445393e-01,1.087719196566663049e+00,8.572818656385244651e+01,-2.536963066386233123e+01,-2.452460170590613586e+01,4.342215180412587472e-01,9.017442629367361517e-01,1.000000000000000000e+00,2.240297082036747156e+02,3.528560965682920170e+01
6.210856701197814411e-01,7.170960811030868687e-01,1.087748022753094013e+00,8.782862569239306083e+01,-1.365030473978418080e+01,-2.090492095925247185e+01,6.406103355527770216e-01,9.005518520662042503e-01,1.000000000000000000e+00,2.368566328569548602e+02,2.496690889560755622e+01
6.905556356698995257e-01,8.038765655588174797e-01,1.087939450292334520e+00,9.185851717169710184e+01,-1.541167430799456106e+01,-1.396855915464767506e+01,7.081285738225672199e-01,9.471625306043022219e-01,1.000000000000000000e+00,2.221879730604951817e+02,2.080000840943558416e+01
7.810212111609193819e-01,8.576176483443883614e-01,1.088007584787149762e+00,9.421039503343443755e+01,-6.720225642689481305e+00,-9.917770947494419786e+00,8.379552295447578736e-01,9.533513387006326001e-01,1.000000000000000000e+00,2.358786546330850911e+02,1.198013410841571513e+01
8.640738467343325180e-01,9.364736921606817699e-01,1.088157139443647337e+00,9.748971787282341950e+01,-4.810866903866228839e+00,-4.272926510195684813e+00,9.152954978040779288e-01,9.842749950525596647e-01,1.000000000000000000e+00,2.216109137463770651e+02,6.434465115939980606e+00
6.469159693496889731e-05,1.844277982795165553e-06,3.050152521360718471e-04,1.665929471201366141e-03,2.578267501307240916e-01,-4.333148730137070803e-01,7.070374128999548820e-04,0.000000000000000000e+00,4.207139374874066182e-03,3.007530752962496763e+02,5.042186155407750725e-01
2.841001332449290002e-04,8.049563006880769246e-06,1.341815475350793992e-03,7.271140450917812359e-03,1.132467843589918255e+00,-1.906327228494658632e+00,3.091151464938268322e-03,0.000000000000000000e+00,1.850775811918273575e-02,3.007127438002747226e+02,2.217333289982659661e+00
3.045502087232072322e-04,8.660255788697756983e-06,1.437732194754817901e-03,7.822776978908763112e-03,1.213863313729940385e+00,-2.042541868285580264e+00,3.317351938864101114e-03,0.000000000000000000e+00,1.983075342480521489e-02,3.007226153607907690e+02,2.376013768503663304e+00
1.425117595947936015e-03,3.966966776221225418e-05,6.750835509141384604e-03,3.583346396490938446e-02,5.683503380182822085e+00,-9.592252784761024387e+00,1.539154128894279321e-02,0.000000000000000000e+00,8.009806924147583329e-02,3.006471552716434417e+02,1.114959748866770539e+01
1.430850259969134765e-03,3.984253031010321283e-05,6.777583528104034680e-03,3.598961006418832653e-02,5.706314048932792815e+00,-9.630234580976393843e+00,1.545581843796040543e-02,0.000000000000000000e+00,8.032085894237309120e-02,3.006485031260421010e+02,1.119390182687347490e+01
5.197440264396576033e-03,1.445902642875152900e-04,2.473186454208360641e-02,1.306078502114154105e-01,2.072821691006805622e+01,-2.882539903544076765e+01,5.382929319358246284e-02,0.000000000000000000e+00,1.770594485864910306e-01,3.057197447818404612e+02,3.550440262591698826e+01
5.199929856243351231e-03,1.454893015249377245e-04,2.473186454208360641e-02,1.314199472182124850e-01,2.073491504158195298e+01,-2.882399886818767243e+01,5.389994236678261746e-02,0.000000000000000000e+00,1.770592847579683660e-01,3.057298389710164770e+02,3.550717691587020397e+01
1.708040962939987029e-02,4.991276338111866199e-04,8.180909137308413348e-02,4.508601430007779243e-01,6.005718254651782928e+01,-5.602435497285327415e+01,1.220589385554857187e-01,0.000000000000000000e+00,3.269921964332989650e-01,3.169897316143290027e+02,8.213156229824217291e+01
1.708566118486662400e-02,5.010240665763465197e-04,8.180909137308413348e-02,4.525731836937225694e-01,6.006321968275697998e+01,-5.602140145441716612e+01,1.221343459425032751e-01,0.000000000000000000e+00,3.269920244399024400e-01,3.169941109505764985e+02,8.213396240031342188e+01
4.037195889252086223e-02,1.452489559386452474e-03,1.954600040315050968e-01,1.312028439402819657e+00,9.983520388053574379e+01,-8.296636658646369256e+01,1.935827309352551040e-01,0.000000000000000000e+00,4.940276018507618327e-01,3.202722942293863753e+02,1.298094215318272688e+02
4.037925673650594877e-02,1.455124945010361328e-03,1.954600040315050968e-01,1.314408973476211884e+00,9.983545418157439144e+01,-8.296226221737164508e+01,1.936479051654768913e-01,0.000000000000000000e+00,4.940274580162182239e-01,3.202737581543686929e+02,1.298069908127646670e+02
7.493846016705360547e-02,3.737373936920883322e-03,3.688176528926875863e-01,3.375956035094940688e+00,1.308843389137813062e+02,-1.059998617086210828e+02,2.557495468988356113e-01,0.000000000000000000e+00,6.600992016255223804e-01,3.209968767063305108e+02,1.684241100767474961e+02
7.495845619201148280e-02,3.744594866959772162e-03,3.688176528926875863e-01,3.382478674454883816e+00,1.308752921539981457e+02,-1.059886157786901464e+02,2.558801825082688275e-01,0.000000000000000000e+00,6.600989293987494788e-01,3.209979128850860661e+02,1.684100019923911020e+02
1.121820149842830266e-01,7.951897764361075607e-03,5.650230091430514801e-01,7.182919799074156231e+00,1.453375924753471224e+02,-1.207365508273530139e+02,2.925272427903540806e-01,0.000000000000000000e+00,7.988375689929011481e-01,3.202825116214464174e+02,1.889453108500342751e+02
1.122310456668801915e-01,7.969603640334057063e-03,5.650230091430514801e-01,7.198913451263234009e+00,1.453043811048989085e+02,-1.207089755649580525e+02,2.928010623406046009e-01,0.000000000000000000e+00,7.988370482268484229e-01,3.202825082438375262e+02,1.889021438475999446e+02
1.446492203149171152e-01,1.465836044529353864e-02,7.511042234570242115e-01,1.238919784648624045e+01,1.445836594291014592e+02,-1.277571260036768166e+02,2.969078759297540393e-01,0.000000000000000000e+00,9.058249483561279236e-01,3.185355166826479376e+02,1.929412289238092058e+02
1.447444442381893570e-01,1.469274755454892147e-02,7.511042234570242115e-01,1.241137995592063703e+01,1.445466127880600311e+02,-1.277188809874106141e+02,2.974301696552490992e-01,0.000000000000000000e+00,9.058240910325702222e-01,3.185367431325628900e+02,1.928881433089595419e+02
1.659775178957048625e-01,2.458108212334885606e-02,8.910538291304640479e-01,1.772808278317774011e+01,1.340949898165915215e+02,-1.289081658075346581e+02,2.619726559303688362e-01,0.000000000000000000e+00,9.759136670871980668e-01,3.161298138397293656e+02,1.860074770157765158e+02
1.661465272485661282e-01,2.464211449135900872e-02,8.910538291304640479e-01,1.775597419725256998e+01,1.340695959221752105e+02,-1.288600771625780510e+02,2.630443566193836902e-01,0.000000000000000000e+00,9.759122882917256048e-01,3.161350730614236682e+02,1.859558443208519236e+02
