X,Y,Z,L,a,b,R,G,B,hue_deg,chroma
9.504670237869360105e-02,5.327315881724660300e-03,4.710709704876003268e-01,4.812144705162324954e+00,1.423728245852904024e+02,-1.153715506056181255e+02,2.826568422039125172e-01,0.000000000000000000e+00,7.367589815828159416e-01,3.209804856894210161e+02,1.832501456194198397e+02
9.506126441783917247e-02,5.332574501763324114e-03,4.710709704876003268e-01,4.816894797166877851e+00,1.423642017349372395e+02,-1.153633607918171720e+02,2.827415454124256877e-01,0.000000000000000000e+00,7.367588096765189665e-01,3.209807777703431384e+02,1.832382900728144364e+02
1.597481403249035870e-01,1.867924766002971790e-02,8.423754177505710095e-01,1.477828730414864467e+01,1.432685853879214051e+02,-1.305236627516529779e+02,2.912017982899139934e-01,0.000000000000000000e+00,9.525720057309400302e-01,3.176651723333563950e+02,1.938099948329893891e+02
1.598459756199266668e-01,1.871457777390333685e-02,8.423754177505710095e-01,1.479767986858274398e+01,1.432413156876868356e+02,-1.304902272957320974e+02,2.917507982545502476e-01,0.000000000000000000e+00,9.525711815766738644e-01,3.176670503177990668e+02,1.937673190701450210e+02
1.807794553137268556e-01,4.914297956219385033e-02,1.020312205814381867e+00,2.648919314186463225e+01,1.044040542207786189e+02,-1.224427226607510875e+02,2.020242229426500932e-02,0.000000000000000000e+00,1.000000000000000000e+00,3.104534538609708534e+02,1.609112391050199165e+02
1.811166947528491389e-01,4.926476289079424753e-02,1.020312205814381867e+00,2.652426228723189183e+01,1.044315869736209805e+02,-1.223822586170144149e+02,3.190350195173235343e-02,0.000000000000000000e+00,1.000000000000000000e+00,3.104748864712079239e+02,1.608831053343724022e+02
1.821284209597281989e-01,1.159561026503755227e-01,1.076473334032976625e+00,4.056605080379862471e+01,4.444139188128412599e+01,-1.016989847405043577e+02,0.000000000000000000e+00,3.240563693073196250e-01,1.000000000000000000e+00,2.936048243360341985e+02,1.109852278890988515e+02
1.836642634500418592e-01,1.165107234053668062e-01,1.076473334032976625e+00,4.065609298005196592e+01,4.486128800300237174e+01,-1.015437396090330964e+02,0.000000000000000000e+00,3.232301779911538331e-01,1.000000000000000000e+00,2.938354940860774605e+02,1.110120093281598201e+02
1.961826950591191998e-01,2.569894090770106776e-01,1.091955666073848530e+00,5.775017657998787968e+01,-2.239634208078450328e+01,-7.302176190016895418e+01,0.000000000000000000e+00,6.157966448921164959e-01,1.000000000000000000e+00,2.529488162114262195e+02,7.637914538409346221e+01
2.030958093025963529e-01,2.595021938137887507e-01,1.091955666073848530e+00,5.798976826609562352e+01,-1.999818657587287873e+01,-7.260867278619009824e+01,0.000000000000000000e+00,6.141492537968801235e-01,1.000000000000000000e+00,2.546011544542193121e+02,7.531232853985756037e+01
2.603424696569729413e-01,4.475645697713480642e-01,1.095957412648207674e+00,7.273124101879089665e+01,-5.774325886700903965e+01,-4.743657564637266688e+01,0.000000000000000000e+00,8.168489430110609240e-01,1.000000000000000000e+00,2.194033936635598252e+02,7.472959690535239474e+01
2.853175172234496126e-01,4.568033684466366040e-01,1.095957412648207674e+00,7.333762891472494516e+01,-5.028880456578088598e+01,-4.639107927407258103e+01,0.000000000000000000e+00,8.128934447240079297e-01,1.000000000000000000e+00,2.226913260112391697e+02,6.841853623740126977e+01
3.975669370984675211e-01,6.446724563787522566e-01,1.096693783947640055e+00,8.420845378399374681e+01,-5.799800775349140025e+01,-2.769315530369824785e+01,0.000000000000000000e+00,9.403295196339802597e-01,1.000000000000000000e+00,2.055237566410684735e+02,6.427036450844821047e+01
4.683508580042537450e-01,6.723285987286351517e-01,1.096696944649622862e+00,8.562140246905509855e+01,-4.309662862614460721e+01,-2.525722946419353221e+01,0.000000000000000000e+00,9.323175173504194557e-01,1.000000000000000000e+00,2.103728806999909295e+02,4.995244777933061897e+01
6.340731909060955962e-01,8.296770977187066798e-01,1.096995364397533423e+00,9.300029916369194893e+01,-3.293850406610337700e+01,-1.255317496882444317e+01,5.193980507158533211e-01,9.944779293910303020e-01,1.000000000000000000e+00,2.008623162020117832e+02,3.524950002355535617e+01
7.755587141196542689e-01,8.927656232652201318e-01,1.097026825866966204e+00,9.569587695319698639e+01,-1.421754795841106933e+01,-7.907543649749948500e+00,7.941390901496323540e-01,9.861318119974601393e-01,1.000000000000000000e+00,2.090820223123814401e+02,1.626861753568567792e+01
2.235968073769964166e-03,6.187584606659018690e-05,1.060170902620355751e-02,5.589222258215187367e-02,8.918671562076625037e+00,-1.502173162809104490e+01,2.409266987179293357e-02,0.000000000000000000e+00,1.080507137067514833e-01,3.006983644303747383e+02,1.746983467404843893e+01
2.594214922512301860e-02,7.675219586236095961e-04,1.244929915929064296e-01,6.932997425507849698e-01,7.858938568888757459e+01,-6.828315097260545485e+01,1.551774567433914787e-01,0.000000000000000000e+00,4.000138276167017337e-01,3.190139389120030842e+02,1.041099430876050320e+02
2.607123413963764735e-02,7.712020110110881120e-04,1.251016157359651493e-01,6.966239202425690280e-01,7.882433919268602551e+01,-6.843533993054468567e+01,1.556361451458710410e-01,0.000000000000000000e+00,4.009395767592606741e-01,3.190354645138562546e+02,1.043871266036804997e+02
9.503029577805113814e-02,5.325177024458631683e-03,4.710175977791680735e-01,4.810212683315612026e+00,1.423677978881205490e+02,-1.153691690421820795e+02,2.826064306268946669e-01,0.000000000000000000e+00,7.367216019248173930e-01,3.209800747046100469e+02,1.832447408276601095e+02
9.504173467398474573e-02,5.325521952521540536e-03,4.710709704876003268e-01,4.810524255557329099e+00,1.423757659127280419e+02,-1.153743444842474446e+02,2.826279396822998780e-01,0.000000000000000000e+00,7.367590402270051131e-01,3.209803860027435007e+02,1.832541898140550813e+02
1.597286105810491463e-01,1.867219511078793345e-02,8.423754177505710095e-01,1.477441325963101093e+01,1.432740387952338494e+02,-1.305303421387523315e+02,2.910920616714012810e-01,0.000000000000000000e+00,9.525721702474990726e-01,3.176647984131769249e+02,1.938185244282855422e+02
1.597335782857580433e-01,1.867398903999105408e-02,8.423754177505710095e-01,1.477539877758816900e+01,1.432726513220522122e+02,-1.305286429698606696e+02,2.911199795666072343e-01,0.000000000000000000e+00,9.525721284000884248e-01,3.176648934955100572e+02,1.938163544502984053e+02
1.806670579795582043e-01,4.910239082828155022e-02,1.020312205814381867e+00,2.647749219913515617e+01,1.043948840371072606e+02,-1.224628966999398330e+02,1.630261106132643509e-02,0.000000000000000000e+00,1.000000000000000000e+00,3.104463088572144329e+02,1.609206415636639349e+02
1.806816200187037758e-01,4.910764944832021750e-02,1.020312205814381867e+00,2.647900852053577125e+01,1.043960719384148206e+02,-1.224602823526973907e+02,1.680786504658481409e-02,0.000000000000000000e+00,1.000000000000000000e+00,3.104472346042613822e+02,1.609194226626265731e+02
1.816933462255828635e-01,1.157989892079014788e-01,1.076473334032976625e+00,4.054049140761222958e+01,4.432184303040795470e+01,-1.017430526649636846e+02,0.000000000000000000e+00,3.242899556655759463e-01,1.000000000000000000e+00,2.935391574414277898e+02,1.109778110038114676e+02
1.817911815206059711e-01,1.158343193217751255e-01,1.076473334032976625e+00,4.054624096522872634e+01,4.434874924430093301e+01,-1.017331396345904011e+02,0.000000000000000000e+00,3.242374466328853400e-01,1.000000000000000000e+00,2.935539364465826679e+02,1.109794722434962324e+02
1.943096131296832840e-01,2.563130049934189136e-01,1.091955666073848530e+00,5.768541547937613245e+01,-2.306062659359892208e+01,-7.313341897018921145e+01,0.000000000000000000e+00,6.162488973445541252e-01,1.000000000000000000e+00,2.524987542658195139e+02,7.668304551306393080e+01
1.946468525688055395e-01,2.564347883220193802e-01,1.091955666073848530e+00,5.769708380954732263e+01,-2.294061542390335262e+01,-7.311330115954920927e+01,0.000000000000000000e+00,6.161675029598300268e-01,1.000000000000000000e+00,2.525798110285908251e+02,7.662784508567607134e+01
2.518935129231820169e-01,4.444971642795786382e-01,1.095957412648207674e+00,7.252806820287695189e+01,-6.041894184857316219e+01,-4.778687360484499180e+01,0.000000000000000000e+00,8.182437668689123145e-01,1.000000000000000000e+00,2.183413663296127538e+02,7.703268022746382826e+01
2.534293554134957605e-01,4.450517850345699911e-01,1.095957412648207674e+00,7.256487315975270747e+01,-5.992616622832225204e+01,-4.772341678264540121e+01,0.000000000000000000e+00,8.179872578544188366e-01,1.000000000000000000e+00,2.185327734183320842e+02,7.660724448924260344e+01
3.656787752885137244e-01,6.329208729666856437e-01,1.096693783947640055e+00,8.359582391545109203e+01,-6.563480620322253856e+01,-2.874941369773731381e+01,0.000000000000000000e+00,9.445391093501245283e-01,1.000000000000000000e+00,2.036544211456108826e+02,7.165512244981670165e+01
3.725918895319909052e-01,6.354336577034637168e-01,1.096693783947640055e+00,8.372745300870884932e+01,-6.392482989411585237e+01,-2.852246698522393586e+01,0.000000000000000000e+00,9.435975587378794271e-01,1.000000000000000000e+00,2.040458365634315783e+02,6.999939285390151156e+01
5.383142224338326454e-01,7.927821566935352449e-01,1.096992203695550616e+00,9.136002686634306258e+01,-4.907228792185319577e+01,-1.538103810582156505e+01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.974028867166273074e+02,5.142631403375118282e+01
5.632892700003093722e-01,8.020209553688235626e-01,1.096992203695550616e+00,9.177546231447561809e+01,-4.456177310456405394e+01,-1.466477009179991597e+01,2.363148394467090574e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.982157843674292508e+02,4.691276056754705337e+01
7.438033032296025304e-01,9.092553321036044300e-01,1.097128158531347486e+00,9.637937387366804387e+01,-2.362967150147416007e+01,-6.735273495126237187e+00,7.122524596498842619e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.959093843684285048e+02,2.457082180802526850e+01
8.145872241353888654e-01,9.369114744534872141e-01,1.097131319233330293e+00,9.750739982490759417e+01,-1.431625959799909253e+01,-4.790593697582834487e+00,8.280705963327811281e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.985015845100100478e+02,1.509652532381612389e+01
2.370618115135305487e-02,7.056461125570194634e-04,1.138912825667029172e-01,6.374075199686366489e-01,7.437458782949286729e+01,-6.554206541060085556e+01,1.471171253017994618e-01,0.000000000000000000e+00,3.834451895179911141e-01,3.186121192136672562e+02,9.913294938159779690e+01
9.266524278976653872e-02,5.259621126004563468e-03,4.598072646099057303e-01,4.750996283041676094e+00,1.406816674894674293e+02,-1.142616991701217444e+02,2.782907068781577675e-01,0.000000000000000000e+00,7.288029339873993706e-01,3.209164843345872669e+02,1.812375994788622222e+02
9.490121086353650592e-02,5.321496972071152951e-03,4.704089736361092844e-01,4.806888505623827967e+00,1.422770021447527995e+02,-1.153097270383127295e+02,2.823697080438724027e-01,0.000000000000000000e+00,7.362945226350315897e-01,3.209766388850358680e+02,1.831367753591511303e+02
1.595880867706009620e-01,1.866817013033755107e-02,8.417134208990799671e-01,1.477220185541398578e+01,1.432026312567263346e+02,-1.304860498137839215e+02,2.908426358208843210e-01,0.000000000000000000e+00,9.522407588797766609e-01,3.176602590902855923e+02,1.937359099260001187e+02
1.597171716851155665e-01,1.867185018272502633e-02,8.423220450421385896e-01,1.477422376175188745e+01,1.432682687517616671e+02,-1.305267913777838942e+02,2.910712854933926730e-01,0.000000000000000000e+00,9.525454553541295999e-01,3.176644255852887113e+02,1.938118677958254636e+02
1.806506513789157276e-01,4.910025197101552247e-02,1.020258833105949448e+00,2.647687542935744887e+01,1.043888398973737424e+02,-1.224605476704595901e+02,1.600199060946864982e-02,0.000000000000000000e+00,1.000000000000000000e+00,3.104452136878237525e+02,1.609149329020412438e+02
1.806620902748493074e-01,4.910059689907842612e-02,1.020312205814381867e+00,2.647697489545971905e+01,1.043944788070272978e+02,-1.224637886028285152e+02,1.613024834062276938e-02,0.000000000000000000e+00,1.000000000000000000e+00,3.104459930436678405e+02,1.609210574298750487e+02
1.816738164817284229e-01,1.157919366586596943e-01,1.076473334032976625e+00,4.053934354872913559e+01,4.431647043303502187e+01,-1.017450317320034827e+02,0.000000000000000000e+00,3.243004362205862967e-01,1.000000000000000000e+00,2.935362064091368666e+02,1.109774798496904964e+02
1.816787841864373199e-01,1.157937305878628254e-01,1.076473334032976625e+00,4.053963552949697657e+01,4.431783709089412326e+01,-1.017445283168865160e+02,0.000000000000000000e+00,3.242977703604163486e-01,1.000000000000000000e+00,2.935369570791820024e+02,1.109775640696837087e+02
1.941972157955146605e-01,2.562724162595066968e-01,1.091955666073848530e+00,5.768152576179370783e+01,-2.310066492875989397e+01,-7.314012537981406581e+01,0.000000000000000000e+00,6.162760219181974142e-01,1.000000000000000000e+00,2.524717367433303821e+02,7.670149060302387056e+01
1.942117778346601764e-01,2.562776748795453363e-01,1.091955666073848530e+00,5.768202973136293110e+01,-2.309547648352117122e+01,-7.313925646676369752e+01,0.000000000000000000e+00,6.162725077854001032e-01,1.000000000000000000e+00,2.524752371621329985e+02,7.669909954172808852e+01
2.514584381890367371e-01,4.443400508371047053e-01,1.095957412648207674e+00,7.251763649880135176e+01,-6.055899284752324974e+01,-4.780485930152704555e+01,0.000000000000000000e+00,8.183164117680234995e-01,1.000000000000000000e+00,2.182873235188835679e+02,7.715371791135648039e+01
2.515562734840597892e-01,4.443753809509782271e-01,1.095957412648207674e+00,7.251998249131219154e+01,-6.052748190236123804e+01,-4.780081448685318435e+01,0.000000000000000000e+00,8.183000768400264802e-01,1.000000000000000000e+00,2.182994692644842019e+02,7.712648008983178727e+01
3.638056933590777531e-01,6.322444688830939352e-01,1.096693783947640055e+00,8.356033183548987608e+01,-6.610379584846597822e+01,-2.881060693904975523e+01,0.000000000000000000e+00,9.447979393848674468e-01,1.000000000000000000e+00,2.035494461839127212e+02,7.210938148238473389e+01
3.641429327982000363e-01,6.323662522116944018e-01,1.096693783947640055e+00,8.356672388307730159e+01,-6.601920723832360238e+01,-2.879958616734727883e+01,0.000000000000000000e+00,9.447513452089002506e-01,1.000000000000000000e+00,2.035682938082062492e+02,7.202743843693998826e+01
5.298652657000418875e-01,7.897147512017657078e-01,1.096992203695550616e+00,9.122138332450266773e+01,-5.065040833622996530e+01,-1.562007869520156689e+01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.971392385909045970e+02,5.300425193388851142e+01
5.314011081903554645e-01,7.902693719567570607e-01,1.096992203695550616e+00,9.124647816139754752e+01,-5.036136406922203435e+01,-1.557681173503797645e+01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.971868817022891562e+02,5.271531138807343808e+01
7.119151414196486227e-01,8.975037486915374840e-01,1.097128158531347486e+00,9.589312752014346586e+01,-2.821477858407322969e+01,-7.573629277065152543e+00,6.502368337117536701e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.950255790371343210e+02,2.921358572607436344e+01
7.188282556631258036e-01,9.000165334283158902e-01,1.097128158531347486e+00,9.599745442136668316e+01,-2.719939073167654442e+01,-7.393755309438909684e+00,6.643613764050251280e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.952075413054033106e+02,2.818642357146908495e+01
8.603137788766844762e-01,9.631050589748291202e-01,1.097159620000780045e+00,9.855548207395725058e+01,-1.010828630499793768e+01,-2.985279244182992286e+00,8.862138640234659137e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.964534466151258414e+02,1.053989298757623239e+01
8.852888264431610921e-01,9.723438576501174380e-01,1.097159620000780045e+00,9.892061662097519559e+01,-7.046421149892678315e+00,-2.355736921738249556e+00,9.197881943680991101e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.984856471368588871e+02,7.429774388640321803e+00
6.895906163841349079e-02,4.553975013447543463e-03,3.459159820432028964e-01,4.113588763073042998e+00,1.218436992334254683e+02,-1.017807287611254878e+02,2.320801298345042674e-01,0.000000000000000000e+00,6.410241599924058065e-01,3.201266943869891293e+02,1.587614682157835375e+02
1.336459375454778775e-01,1.790064817171393638e-02,7.172204293061736902e-01,1.434456444490295013e+01,1.292072070858861537e+02,-1.216876595242801784e+02,2.426167535547107401e-01,0.000000000000000000e+00,8.869820829947413499e-01,3.167166927863584647e+02,1.774891231693711688e+02
1.573521186968309671e-01,1.860629428427095639e-02,8.311117118728764686e-01,1.473816596142382096e+01,1.420550143147911228e+02,-1.297708816852259019e+02,2.869048039710858089e-01,0.000000000000000000e+00,9.469124834111536382e-01,3.175875033299480492e+02,1.924061039191231544e+02
1.782855983906311559e-01,4.903469607256145946e-02,1.009048499936687104e+00,2.645796276377122780e+01,1.032103009354642609e+02,-1.217737605310754958e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.102832034379943025e+02,1.596283651894888465e+02
1.805215664644011231e-01,4.909657191862804720e-02,1.019650208962890936e+00,2.647581419222162680e+01,1.043249246899605680e+02,-1.224234561125173855e+02,1.459117796755027112e-02,0.000000000000000000e+00,1.000000000000000000e+00,3.104364581939728964e+02,1.608452440021134464e+02
1.815332926712802386e-01,1.157879116782093293e-01,1.075811337181485472e+00,4.053868843002833700e+01,4.424501423880114714e+01,-1.017053135203654222e+02,0.000000000000000000e+00,3.244865390946406469e-01,1.000000000000000000e+00,2.935105574407206177e+02,1.109125424975351564e+02
1.816623775857948431e-01,1.157915917305967907e-01,1.076419961324544206e+00,4.053928740772837358e+01,4.431066732572025302e+01,-1.017418358482423031e+02,0.000000000000000000e+00,3.243155697697898132e-01,1.000000000000000000e+00,2.935341183965092000e+02,1.109722325657248945e+02
1.941808091948721837e-01,2.562702774022406760e-01,1.091902293365416554e+00,5.768132077848275685e+01,-2.310807492604982727e+01,-7.313721731907831725e+01,0.000000000000000000e+00,6.162840262862553375e-01,1.000000000000000000e+00,2.524658042169883743e+02,7.670094969402934737e+01
1.941922480908057635e-01,2.562706223303035658e-01,1.091955666073848530e+00,5.768135383569628516e+01,-2.310243499627012653e+01,-7.314042180411996696e+01,0.000000000000000000e+00,6.162772207265971858e-01,1.000000000000000000e+00,2.524705426032188598e+02,7.670230638280359869e+01
2.514389084451822409e-01,4.443329982878628237e-01,1.095957412648207674e+00,7.251716818008024745e+01,-6.056528424599056137e+01,-4.780566674759791823e+01,0.000000000000000000e+00,8.183196724703646341e-01,1.000000000000000000e+00,2.182848994791224868e+02,7.715915648178135200e+01
2.514438761498911656e-01,4.443347922170660103e-01,1.095957412648207674e+00,7.251728730494072295e+01,-6.056368388867916508e+01,-4.780546135990744006e+01,0.000000000000000000e+00,8.183188430596212148e-01,1.000000000000000000e+00,2.182855160576607716e+02,7.715777304978065843e+01
3.636932960249090740e-01,6.322038801491817184e-01,1.096693783947640055e+00,8.355820127023430643e+01,-6.613200269639618512e+01,-2.881428032742141454e+01,0.000000000000000000e+00,9.448134679157618177e-01,1.000000000000000000e+00,2.035431696338577865e+02,7.213670723995778644e+01
3.637078580640546455e-01,6.322091387692203579e-01,1.096693783947640055e+00,8.355847730845397336e+01,-6.612834784531146681e+01,-2.881380439945646543e+01,0.000000000000000000e+00,9.448114560814904195e-01,1.000000000000000000e+00,2.035439826707832367e+02,7.213316652359472414e+01
5.294301909658966077e-01,7.895576377592917749e-01,1.096992203695550616e+00,9.121427230207254411e+01,-5.073241931685246442e+01,-1.563233907870176154e+01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.971257988752214487e+02,5.308623545527080978e+01
5.295280262609195487e-01,7.895929678731653523e-01,1.096992203695550616e+00,9.121587144053142993e+01,-5.071397247682618570e+01,-1.562958194342782825e+01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.971288188974017999e+02,5.306779471682057192e+01
7.100420594902127069e-01,8.968273446079461086e-01,1.097128158531347486e+00,9.586501102117179585e+01,-2.849217456068508980e+01,-7.622105999430095480e+00,6.463356966911569801e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.949768276962571179e+02,2.949407586385948932e+01
7.103792989293350457e-01,8.969491279365463532e-01,1.097128158531347486e+00,9.587007430597344637e+01,-2.844218354253708014e+01,-7.613376198047938637e+00,6.470403190134040861e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.949855569463164784e+02,2.944352733285144197e+01
8.518648221428936074e-01,9.600376534830598052e-01,1.097159620000780045e+00,9.843373633090862995e+01,-1.117205626442052591e+01,-3.195185697715086093e+00,8.744215905057156624e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.959604233293533753e+02,1.161998506101711648e+01
8.534006646332070734e-01,9.605922742380509360e-01,1.097159620000780045e+00,9.845576849012849152e+01,-1.097748140719534504e+01,-3.157199216301531663e+00,8.765831236006897953e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.960455995798061224e+02,1.142247805586574572e+01
